55%,,45%,,35%,
X,Y,X,Y,X,Y
10.85859066,9.269658835,10.80697939,6.768070609,10.76883282,4.911423098
13.78094099,8.407701074,13.57222855,6.39480129,13.68382451,4.694406052
17.50410531,7.97570379,17.24478146,6.138696928,17.38851611,4.496932664
22.23480331,7.582793822,21.91518047,5.980310856,21.8540869,4.514536505
28.25559672,7.404864092,27.84942563,5.802381126,27.76972166,4.297519459
35.89335243,7.031497781,35.39319463,5.663538711,35.29978329,4.275938993
45.08096402,6.697315778,44.98374578,5.563783613,44.85667365,4.078465605
57.27530294,6.4021241,57.16455242,5.385853883,57.01792555,4.037341481
72.77631991,6.165563396,71.81298342,5.168933828,71.67945794,4.191750927
92.4622146,5.870371717,91.27566097,5.088722388,91.08560316,3.994277539
117.4731168,5.575180039,116.0087743,4.98896729,115.7585985,3.855435125
147.5701397,5.338716326,147.4383714,4.869668534,147.1423227,3.814311001
187.5155766,5.12169928,187.3830104,4.750369778,187.0415616,3.792730535
238.282625,4.924225892,238.140759,4.611527364,237.7245159,3.692975437
306.2511798,4.687568197,299.2200707,4.492325598,298.7860251,3.730122936
384.7854071,4.548822773,380.3002169,4.3925705,379.706155,3.571736864
488.996724,4.390436701,483.3148004,4.253728086,488.1601829,3.491428433
621.3621725,4.173419655,614.2793931,4.153972988,613.4111573,3.411313984
780.7316731,4.05421789,780.8188582,4.112848864,788.7055237,3.389636527
992.2877964,3.954462792,992.4355456,4.032637424,991.1065942,3.329065736
